ID,Área1,Área,Reason,Etiqueta problemática,Detalle,URL,Output esperado,Texto (primeros 75 caracteres),Conclusiones,Created Date
Doc50,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...",Relevante?,https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_202501391,{},"Doc50: REGLAMENTO DE EJECUCIÓN (UE) 2025/1391 DE LA COMISIÓN de 15 de julio de 2025 que corrige el Reglamento de Ejecución (UE) 2024/1186 en lo que respecta a la concentración de metileugenol en el aceite esencial de corteza de canela (Texto pertinente a efectos del EEE) LA COMISIÓN EUROPEA, Visto el Tratado de Funcionamiento de la Unión Europea, Visto el Reglamento (CE) n.o 1831/2003 del Parlamento Europeo y del Consejo, de 22 de septiembre de 2003,",,16 de julio de 2025 19:11
Doc51,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...",,https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_202501386,{},"Doc51: REGLAMENTO DE EJECUCIÓN (UE) 2025/1386 DE LA COMISIÓN de 15 de julio de 2025 relativo a la autorización de un preparado de endo-1,4-beta-xilanasa producida por Trichoderma reesei CBS 114044 como aditivo para piensos destinado a cerdos de engorde, gallinas ponedoras y especies menores de aves de corral (titular de la autorización: AB Enzymes Finland Oy) (Texto pertinente a efectos del EEE) LA COMISIÓN EUROPEA, Visto el Tratado de Funcionamiento de la Unión Europea, Visto el",,16 de julio de 2025 19:11
Doc52,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...","Poner textualment euq eno los emta, y lo mete",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_202501184,"{
""Blanqueo de capitales"": {
""explicacion"": ""Imapcta en blanqueo de capitales dentro de las áreas de interés de grupo EOS"",
""nivel_impacto"": ""Medio""
},  ""Financial Regulatory – Gomez Acebo y Pombo"": { ""explicacion"": ""El Reglamento Delegado (UE) 2025/1184 modifica directamente el anexo del Reglamento Delegado (UE) 2016/1675, cambiando la lista de terceros países de alto riesgo a efectos de la Directiva (UE) 2015/849 sobre prevención de blanqueo de capitales y financiación del terrorismo. Esta modificación, publicada en el DOUE, impone a las entidades financieras y a los sujetos obligados nuevas obligaciones de diligencia debida reforzada, verificación de la titularidad real y supervisión de operaciones con los países incluidos o excluidos de la lista."", ""nivel_impacto"": ""Alto"" 
}
","Doc52: REGLAMENTO DELEGADO (UE) 2025/1184 DE LA COMISIÓN de 10 de junio de 2025 por el que se modifica el Reglamento Delegado (UE) 2016/1675 con el fin de incluir a Angola, Argelia, Costa de Marfil, Kenia, Laos, el Líbano, Mónaco, Namibia, Nepal y Venezuela en la lista de terceros países de alto riesgo que han presentado un compromiso escrito a alto nivel político para subsanar las deficiencias constatadas y han elaborado un plan de acción con",,16 de julio de 2025 19:10
Doc53,Ruido,Ruido: Europeo,,"Agente Normativo Comunitario (UE) El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre la normativa de la Unión Europea que genera efectos jurídicos en España en sectores como competencia, protección de datos, medioambiente, energía o consumo. No incluye comunicaciones, dictámenes ni reglamentos de ejecución o delegados sin efecto sustantivo. Debe analizar el DOUE (serie L) para detectar reglamentos, directivas y decisiones del Consejo o Comisi...",Relevante?,https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_202501390,{},"Doc53: REGLAMENTO DE EJECUCIÓN (UE) 2025/1390 DE LA COMISIÓN de 15 de julio de 2025 relativo a la autorización de un preparado de bacteriófagos PCM F/00069, PCM F/00070, PCM F/00071 y PCM F/00097 como aditivo para piensos destinado a las aves de corral (titular de la autorización: Proteon Pharmaceuticals SA) (Texto pertinente a efectos del EEE) LA COMISIÓN EUROPEA, Visto el Tratado de Funcionamiento de la Unión Europea, Visto el Reglamento (CE) n.o 1831/2003 del Parlamento",,16 de julio de 2025 19:09
Doc54,Ruido,Ruido: Extranjería,,"Agente Normativo Extranjería El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente es útil para quienes asesoran en materia de residencia, visados, movilidad internacional, protección internacional o nacionalidad. No incluye listados administrativos, resoluciones de expedientes ni actos sin valor normativo. Debe analizar el BOE (Secciones I y III) y el DOUE (serie L) para identificar normas que alteren requisitos o procedimientos en extranjería y migr...","Irrelevante e incosistente, proque habían salido otrras iguales que no las han cogido",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_202501435,{},"Doc54: DECISIÓN (PESC) 2025/1435 DEL CONSEJO de 15 de julio de 2025 por la que se modifica la Decisión (PESC) 2023/891 relativa a la adopción de medidas restrictivas respecto de acciones que desestabilizan la República de Moldavia EL CONSEJO DE LA UNIÓN EUROPEA, Visto el Tratado de la Unión Europea, y en particular su artículo 29, Vista la propuesta de la Alta Representante de la Unión para Asuntos Exteriores y Política de Seguridad, Considerando lo siguiente:",,16 de julio de 2025 19:06
Doc55,Ruido,Ruido: Penal,,"Agente Normativo Penal El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre los cambios normativos que afectan a delitos, penas, responsabilidad penal o ejecución penal. No incluye medidas de gracia, indultos individuales ni textos sin implicación penal sustantiva o procesal. Debe analizar el BOE (Secciones I y III) para identificar leyes, reglamentos u órdenes que modifiquen el Código Penal, la LECrim o normativa penitenciaria.",Irrelevante,https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14765.pdf,{},"Doc55: III. OTRAS DISPOSICIONES MINISTERIO DEL INTERIOR 14765 Resolución de 10 de julio de 2025, de la Secretaría General Técnica, por la que se publica el Convenio entre la Secretaría General de Instituciones Penitenciarias y la Asociación Balear de Esclerosis Múltiple, para el cumplimiento de las penas de trabajos en beneficio de la comunidad. Habiéndose suscrito el 3 de julio de 2025 el Convenio entre el Ministerio del Interior, a través de la Secretaría General de",,16 de julio de 2025 19:05
Doc56,Ruido,Ruido:Tributario,,"Agente Normativo Tributario El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre las necesidades de fiscalistas que deben identificar cambios normativos sobre IRPF, IVA, IS, tributos autonómicos o régimen sancionador. No incluye instrucciones internas, ni consultas de NIF, consultas, ni normas sin efecto en la relación tributaria. Debe analizar el BOE (Secciones I y III), el BOCM y el DOUE (serie L) para captar normas que modifiquen obligacione...",No es relavnte el la habilitación del nif,https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14764.pdf,{},"Doc56: III. OTRAS DISPOSICIONES MINISTERIO DE HACIENDA 14764 Resolución de 11 de julio de 2025, del Departamento de Gestión Tributaria de la Agencia Estatal de Administración Tributaria, por la que se publica la revocación de números de identificación fiscal. Conforme a lo dispuesto en el apartado 4 de la disposición adicional sexta de la Ley 58/2003, de 17 de diciembre, General Tributaria, modificada por el artículo decimotercero, apartado veinticinco, de la Ley 11/2021, de 9 de",,16 de julio de 2025 19:03
Doc57,Ruido,Ruido:Tributario,,"Agente Normativo Tributario El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre las necesidades de fiscalistas que deben identificar cambios normativos sobre IRPF, IVA, IS, tributos autonómicos o régimen sancionador. No incluye instrucciones internas, ni consultas de NIF, consultas, ni normas sin efecto en la relación tributaria. Debe analizar el BOE (Secciones I y III), el BOCM y el DOUE (serie L) para captar normas que modifiquen obligacione...",No es relavnte el la habilitación del nif,https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14763.pdf,{},"Doc57: III. OTRAS DISPOSICIONES MINISTERIO DE HACIENDA 14763 Resolución de 11 de julio de 2025, del Departamento de Gestión Tributaria de la Agencia Estatal de Administración Tributaria, por la que se publica la rehabilitación de números de identificación fiscal. Conforme a lo dispuesto en el apartado 4 de la disposición adicional sexta de la Ley 58/2003, de 17 de diciembre, General Tributaria, modificada por el artículo decimotercero, apartado veinticinco, de la Ley 11/2021, de 9 de",,16 de julio de 2025 18:57
Doc58,Ruido,Ruido:Administatrivo,,"Agente Normativo Administrativo El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre las necesidades de profesionales que asesoran o litigan en procedimientos administrativos, contratación pública, urbanismo, función pública o sanciones. No incluye resoluciones individuales, anuncios, disposiciones simbólicas ni normas sin efecto práctico. Debe analizar el BOE (principalmente Secciones I y III), el BOCM (disposiciones generales) y el DOUE (seri...",No es derehco administrativo esta ayudas,https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14782.pdf,{},"Doc58: III. OTRAS DISPOSICIONES MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA 14782 Orden TDF/758/2025, de 11 de julio, por la que se aprueban las bases reguladoras para la concesión de ayudas, en el ámbito de la digitalización, para la transformación digital de los sectores productivos estratégicos mediante el fomento de la adaptación e incorporación de participantes a los espacios de datos, en el marco del Plan de Recuperación, Transformación y Resiliencia-Next Generation EU","Propuesta: Claro, aquí tienes una versión de menos de 1000 caracteres: Agente Normativo Administrativo – Versión Revisada Detecta normas generales que impacten en Derecho Administrativo: procedimiento, contratación pública, urbanismo, función pública o sanciones. Incluye solo leyes, reales decret...",16 de julio de 2025 18:56
Doc59,Ruido,Ruido:Administatrivo,,"Agente Normativo Administrativo El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre las necesidades de profesionales que asesoran o litigan en procedimientos administrativos, contratación pública, urbanismo, función pública o sanciones. No incluye resoluciones individuales, anuncios, disposiciones simbólicas ni normas sin efecto práctico. Debe analizar el BOE (principalmente Secciones I y III), el BOCM (disposiciones generales) y el DOUE (seri...","No es relavante, es un subasta de lotes irrelavntes",https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14775.pdf,{},"Doc59: III. OTRAS DISPOSICIONES MINISTERIO DE CULTURA 14775 Orden CLT/757/2025, de 1 de julio, por la que se ejercita el derecho de tanteo sobre los lotes n.º 6, 98, 103, 110 y 2608, subastados por la sala Segre, en Madrid. A propuesta de la Dirección General de Patrimonio Cultural y Bellas Artes, formulada el día 3 de junio de 2025, con el informe favorable de la Junta de Calificación, Valoración y Exportación de Bienes del Patrimonio",,16 de julio de 2025 18:55
Doc60,Ruido,Ruido:Administatrivo,,"Agente Normativo Administrativo El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre las necesidades de profesionales que asesoran o litigan en procedimientos administrativos, contratación pública, urbanismo, función pública o sanciones. No incluye resoluciones individuales, anuncios, disposiciones simbólicas ni normas sin efecto práctico. Debe analizar el BOE (principalmente Secciones I y III), el BOCM (disposiciones generales) y el DOUE (seri...","No es relavante, es un subasta de lotes irrelavntes",https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14774.pdf,{},"Doc60: III. OTRAS DISPOSICIONES MINISTERIO DE CULTURA 14774 Orden CLT/756/2025, de 1 de julio, por la que se ejercita el derecho de tanteo sobre los lotes n.º 754, 765 y 776, subastados por la sala Soler y Llach, en Barcelona. A propuesta de la Dirección General de Patrimonio Cultural y Bellas Artes, formulada el día 2 de junio de 2025, con el informe favorable de la Junta de Calificación, Valoración y Exportación de Bienes del Patrimonio",,16 de julio de 2025 18:55
Doc61,Ruido,Ruido:Administatrivo,,"Agente Normativo Administrativo El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre las necesidades de profesionales que asesoran o litigan en procedimientos administrativos, contratación pública, urbanismo, función pública o sanciones. No incluye resoluciones individuales, anuncios, disposiciones simbólicas ni normas sin efecto práctico. Debe analizar el BOE (principalmente Secciones I y III), el BOCM (disposiciones generales) y el DOUE (seri...","No es relavante, es una garantía para presar cuadros",https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14771.pdf,{},"Doc61: III. OTRAS DISPOSICIONES MINISTERIO DE CULTURA 14771 Orden CLT/753/2025, de 4 de julio, por la que se otorga la garantía del Estado al préstamo de 48 obras para su exhibición en la exposición temporal «Picasso y Klee en la colección de Heinz Berggruen», en el Museo Nacional Thyssen-Bornemisza. A petición de la Fundación Colección Thyssen-Bornemisza. De conformidad con la disposición adicional novena de la Ley 16/1985, de 25 de junio, del Patrimonio Histórico Español y",,16 de julio de 2025 18:54
Doc62,Ruido,Ruido:Administatrivo,,"Agente Normativo Administrativo El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre las necesidades de profesionales que asesoran o litigan en procedimientos administrativos, contratación pública, urbanismo, función pública o sanciones. No incluye resoluciones individuales, anuncios, disposiciones simbólicas ni normas sin efecto práctico. Debe analizar el BOE (principalmente Secciones I y III), el BOCM (disposiciones generales) y el DOUE (seri...","No es relavante, es un subasta de lotes irrelavntes",https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14773.pdf,{},"Doc62: III. OTRAS DISPOSICIONES MINISTERIO DE CULTURA 14773 Orden CLT/755/2025, de 1 de julio, por la que se ejercita el derecho de tanteo sobre los lotes n.º 442, 443 y 1125, subastados por la sala Segre, en Madrid. A propuesta de la Dirección General de Patrimonio Cultural y Bellas Artes, formulada el día 4 de junio de 2025, con el informe favorable de la Junta de Calificación, Valoración y Exportación de Bienes del Patrimonio Histórico Español,",,16 de julio de 2025 18:53
Doc63,Ruido,Ruido:Administatrivo,,"Agente Normativo Administrativo El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre las necesidades de profesionales que asesoran o litigan en procedimientos administrativos, contratación pública, urbanismo, función pública o sanciones. No incluye resoluciones individuales, anuncios, disposiciones simbólicas ni normas sin efecto práctico. Debe analizar el BOE (principalmente Secciones I y III), el BOCM (disposiciones generales) y el DOUE (seri...","No es relavante, es una resolución irrelevante",https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14769.pdf,{},"Doc63: III. OTRAS DISPOSICIONES MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA 14769 Resolución de 2 de julio de 2025, de la Secretaría de Estado de Memoria Democrática, por la que se publica el Acuerdo de incoación del procedimiento de declaración de Lugar de Memoria Democrática del «Fuerte de San Cristóbal», situado en el monte Ezkaba, Navarra. La Dirección General de Promoción de la Memoria Democrática, ha adoptado, con fecha 2 de julio de 2025, el Acuerdo",,16 de julio de 2025 18:53
Doc64,Ruido,Ruido:Administatrivo,,"Agente Normativo Administrativo El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre las necesidades de profesionales que asesoran o litigan en procedimientos administrativos, contratación pública, urbanismo, función pública o sanciones. No incluye resoluciones individuales, anuncios, disposiciones simbólicas ni normas sin efecto práctico. Debe analizar el BOE (principalmente Secciones I y III), el BOCM (disposiciones generales) y el DOUE (seri...","No es relavante, es una orden ministerial",https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14766.pdf,{},"Doc64: III. OTRAS DISPOSICIONES MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES 14766 Orden EFD/752/2025, de 14 de julio, por la que se modifica la Orden EFD/335/2025, de 3 de abril, sobre fijación de límites para la administración de determinados créditos para gastos y de delegación de competencias. El Real Decreto 829/2023, de 20 de noviembre, por el que se reestructuran los departamentos ministeriales, determina en su artículo 8 que corresponde al Ministerio de Educación, Formación Profesional",,16 de julio de 2025 18:52
Doc65,Ruido,Ruido:Administatrivo,No deberiía selecionarla,"Agente Normativo Administrativo El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre las necesidades de profesionales que asesoran o litigan en procedimientos administrativos, contratación pública, urbanismo, función pública o sanciones. No incluye resoluciones individuales, anuncios, disposiciones simbólicas ni normas sin efecto práctico. Debe analizar el BOE (principalmente Secciones I y III), el BOCM (disposiciones generales) y el DOUE (seri...","No es relavante, es una orden ministerial",https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14696.pdf,{},"Doc65: I. DISPOSICIONES GENERALES MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA 14696 Orden ECM/751/2025, de 7 de julio, por la que se regula la garantía de los certificados de importación y exportación en las operaciones de comercio exterior de productos agroalimentarios. El Reglamento (UE) 1308/2013 del Parlamento Europeo y del Consejo, de 17 de diciembre de 2013, por el que se crea la organización común de mercados de los productos agrarios, contiene la reglamentación europea aplicable al",,16 de julio de 2025 18:49
Doc66,,,"Gómez-Acebo & Pombo asesora a empresas altamente reguladas en sectores clave, combinando rigor jurídico con visión estratégica. Este agente detecta nuevas normas, actualizaciones y documentos vinculantes sobre residuos, economía circular, vertederos, envases y responsabilidad ampliada del productor. Incluye proyectos en consulta y softlaw (esta última, no incluye informes de proyectosen particu..",,Deberñuia haberla pillado? No es consitente… Pero no estoy seguro de si la debería haber pillado. Residuos urbanos e industriales — PreZero: esta al no se industrials no debería pillarlos?,https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_202501379,"""Residuos y Medio Ambiente GAyPombo"": {
""explicacion"": ""La ordenanza fiscal de tasa por recogida de basuras es una norma municipal vinculante que actualiza las obligaciones tarifarias en materia de residuos, encajando con el ámbito de obligaciones y tarifas previstas en esta etiqueta."",
""nivel_impacto"": ""Medio""
}
","Doc66: REGLAMENTO DE EJECUCIÓN (UE) 2025/1379 DE LA COMISIÓN de 15 de julio de 2025 que modifica el Reglamento (UE) n.o 142/2011 por lo que respecta a la digitalización del mantenimiento de registros, los modelos de documentos comerciales y los modelos de certificados sanitarios para el desplazamiento de subproductos animales procedentes de zonas restringidas y el transporte de estiércol sin transformar (Texto pertinente a efectos del EEE) LA COMISIÓN EUROPEA, Visto el Tratado de Funcionamiento de",,16 de julio de 2025 12:49
Doc69,Ruido,Ruido: SS,Seguridad Social MAZ,,No debería pillar MAZ,https://www.borm.es/services/anuncio/ano/2025/numero/3511/pdf?id=837572,{},"Doc69: Página 19139 Número 162 Miércoles, 16 de julio de 2025 I. Comunidad Autónoma 3. Otras disposiciones Consejo de Gobierno 3511 Decreto n.º 114/2025, de 10 de julio, por el que se establecen las normas especiales reguladoras de la concesión directa de subvenciones a centros educativos privados con enseñanzas concertadas de la Región de Murcia para el desarrollo de la formación en empresa u organismo equiparado, en los grados D de las enseñanzas de Formación Profesional",,16 de julio de 2025 12:31
Doc70,Ruido,Ruido: Compliance & Sostenibilidad,Compliance & Sostenibilidad MAZ,,No debería pillar,https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?versionId=2100049&type=01,{},"Doc70: Error de conexión: HTTPSConnectionPool(host='portaldogc.gencat.cat', port=443): Max retries exceeded with url: /utilsEA",,16 de julio de 2025 12:26
Doc71,Falta,Falta: PBC,"Debería: Datos Personales y PBC/FT Socratis Fund trata datos personales y está sujeto a las normativas de privacidad y prevención de blanqueo vigentes en España y la UE. El DPO y compliance necesitan este agente para cumplir con el RGPD, la LOPDGDD, y las obligaciones ante SEPBLAC, autoridad española competente en prevención del blanqueo. Cubre RGPD, LOPDGDD, canal ético, Ley 10/2010, SEPBLAC, ...",,"Debería haber pillado PBC eos: Blanqueo de Capitales En el contexto de EOS una entidad de gesión de crédito en España, Reformas de la Ley 10/2010, nuevas Directivas AML, guías, sanciones relevantes y criterios jurisprudenciales que amplíen obligaciones de diligencia debida, listas de sancionados, trazabilidad de fondos o comunicación de operaciones sospechosas, lo que eleva riesgo sancionador y costes de cumplimientoEditar",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_202501184,"{
""Blanqueo de capitales"": {
""explicacion"": ""Novedad de prevención blanqueo de capitales relevante para EOS "",
""nivel_impacto"": ""Alto""
}
}
","Doc71: REGLAMENTO DELEGADO (UE) 2025/1184 DE LA COMISIÓN de 10 de junio de 2025 por el que se modifica el Reglamento Delegado (UE) 2016/1675 con el fin de incluir a Angola, Argelia, Costa de Marfil, Kenia, Laos, el Líbano, Mónaco, Namibia, Nepal y Venezuela en la lista de terceros países de alto riesgo que han presentado un compromiso escrito a alto nivel político para subsanar las deficiencias constatadas y han elaborado un plan de acción con",,16 de julio de 2025 12:25
Doc72,Ruido,Ruido: Sustainability,,"Sustainability & ESG GAyPombo Gómez-Acebo & Pombo asesora a empresas altamente reguladas en sectores clave, combinando rigor jurídico con visión estratégica. Este agente cubre normativa sobre sostenibilidad empresarial: taxonomía verde, divulgación ESG, gobernanza climática, emisiones, economía circular y finanzas sostenibles. Cobertura: BOE, DOUE, CNMV, MITECO, EFRAG, ESMA y otros organismos europeos. No incluye: memorias voluntarias, estándares privados, proyectos en consulta pública, contenidos sin impacto jurídico o normativo directo.","No debería pillarla, completamente irrelavntes",https://www.boe.es/boe/dias/2025/07/17/pdfs/BOE-A-2025-14856.pdf,{},"Doc72: III. OTRAS DISPOSICIONES MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES 14856 Resolución de 11 de julio de 2025, de la Subsecretaría, por la que se publica el Convenio entre la Entidad Pública Empresarial Red.es, M.P., e ICEX España Exportación e Inversiones, E.P.E., para la gestión de la iniciativa Desafía Canadá 2025-2026. El Director General de la Entidad Pública Empresarial Red.es, M.P., y la Consejera Delegada de ICEX España Exportación e Inversiones, E.P.E.,",,17 de julio de 2025 18:37
Doc73,Falta,Falta: Proteccion datos,Proteccion datos: Si que lo pilla el agente pd de EOS. Pero no el de MAZ,"Agente eos: Protección de Datos y Privacidad En el contexto de EOS una entidad de gesión de crédito en España, Única y exclusivamente, resoluciones AEPD y otra normativa que altere y crea un nuevo criterio interpretativo en materia de bases de legitimación, profiling, conservación, transferencias internacionales o sanciones de datos, todo ello APLICABLE al tratamiento de información de deudores y cesionarios; esencial para adaptar sistemas, contratos y evitar multas. Agente MAZ: Protección de datos y privacidad MAZ Contexto: MAZ es una mutua colaboradora con la Seguridad Social que ofrece servicios de s...","La etiqueta de maz peca de reestrictiva, pero tb es poco consistente. Coge la cuestion prejudicial pero no el auto, cuando el auto es mas relevante. Probablemente por la definicion: “No incluye Nombramientos o ceses de delegados de protección de datos en entidades concretas. Sanciones o resoluciones singulares sin valor doctrinal.” “únicamente lo relevante para la empresa MAZ”",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202503912,"{
""Protección de Datos y Privacidad"": {
""explicacion"": ""El Auto del Tribunal General de la UE confirma que el Dictamen 8/2024 del Comité Europeo de Protección de Datos sobre la validez del consentimiento en modelos de «consentimiento o pago» de grandes plataformas en línea no es recurrible, reforzando la interpretación vinculante de los criterios de consentimiento previstos en el artículo 6 y ss. del RGPD para estos operadores. "",
""nivel_impacto"": ""Alto"", ""Protección de Datos y Privacidad MAZ"": {
""explicacion"": ""El Auto del Tribunal General de la UE confirma que el Dictamen 8/2024 del Comité Europeo de Protección de Datos sobre la validez del consentimiento en modelos de «consentimiento o pago» de grandes plataformas en línea no es recurrible, reforzando la interpretación vinculante de los criterios de consentimiento previstos en el artículo 6 y ss. del RGPD para estos operadores. "",
""nivel_impacto"": ""Alto""
}
}
","Doc73: Auto del Tribunal General de 29 de abril de 2025 – Meta Platforms Ireland/Comité Europeo de Protección de Datos (Asunto T-319/24) (1) [«Recurso de anulación – Protección de datos personales – Dictamen del Comité Europeo de Protección de Datos sobre la validez del consentimiento en el contexto del modelo de «consentimiento o pago» que aplican las plataformas en línea de gran tamaño – Artículo 64, apartado 2, del Reglamento (UE) 2016/679 – Acto no recurrible",,22 de julio de 2025 8:09
