Área,Reason,Etiqueta problemática,Detalle,URL,Output esperado,Texto 1,Output1,Solución,Created Date
Ruido:Administatrivo,,"Agente Normativo Administrativo
El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre las necesidades de profesionales que asesoran o litigan en procedimientos administrativos, contratación pública, urbanismo, función pública o sanciones. No incluye resoluciones individuales, anuncios, disposiciones simbólicas ni normas sin efecto práctico. Debe analizar el BOE (principalmente Secciones I y III), el BOCM (disposiciones generales) y el DOUE (serie L) para identificar normas que introduzcan o modifiquen disposiciones aplicables al Derecho Administrativo.","No es relavante, es un subasta de lotes irrelavntes",https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14773.pdf,{},,,,16 de julio de 2025 18:53
Ruido:Administatrivo,,"Agente Normativo Administrativo
El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre las necesidades de profesionales que asesoran o litigan en procedimientos administrativos, contratación pública, urbanismo, función pública o sanciones. No incluye resoluciones individuales, anuncios, disposiciones simbólicas ni normas sin efecto práctico. Debe analizar el BOE (principalmente Secciones I y III), el BOCM (disposiciones generales) y el DOUE (serie L) para identificar normas que introduzcan o modifiquen disposiciones aplicables al Derecho Administrativo.","No es relavante, es una resolución irrelevante",https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14769.pdf,{},,,,16 de julio de 2025 18:53
Ruido:Administatrivo,,"Agente Normativo Administrativo
El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre las necesidades de profesionales que asesoran o litigan en procedimientos administrativos, contratación pública, urbanismo, función pública o sanciones. No incluye resoluciones individuales, anuncios, disposiciones simbólicas ni normas sin efecto práctico. Debe analizar el BOE (principalmente Secciones I y III), el BOCM (disposiciones generales) y el DOUE (serie L) para identificar normas que introduzcan o modifiquen disposiciones aplicables al Derecho Administrativo.","No es relavante, es una orden ministerial",https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14766.pdf,{},,,,16 de julio de 2025 18:52
Ruido:Administatrivo,No deberiía selecionarla,"Agente Normativo Administrativo
El ICAM (Ilustre Colegio de la Abogacía de Madrid) agrupa y representa a los abogados y abogadas de Madrid, ofreciéndoles formación, servicios y defensa institucional de la profesión. Este agente cubre las necesidades de profesionales que asesoran o litigan en procedimientos administrativos, contratación pública, urbanismo, función pública o sanciones. No incluye resoluciones individuales, anuncios, disposiciones simbólicas ni normas sin efecto práctico. Debe analizar el BOE (principalmente Secciones I y III), el BOCM (disposiciones generales) y el DOUE (serie L) para identificar normas que introduzcan o modifiquen disposiciones aplicables al Derecho Administrativo.","No es relavante, es una orden ministerial",https://www.boe.es/boe/dias/2025/07/16/pdfs/BOE-A-2025-14696.pdf,{},,,,16 de julio de 2025 18:49
,"Gómez-Acebo & Pombo asesora a empresas altamente reguladas en sectores clave, combinando rigor jurídico con visión estratégica. Este agente detecta nuevas normas, actualizaciones y documentos vinculantes sobre residuos, economía circular, vertederos, envases y responsabilidad ampliada del productor. Incluye proyectos en consulta y softlaw (esta última, no incluye informes de proyectosen particular!!!).

Cobertura: BOE, DOUE, boletines autonómicos y publicaciones oficiales (MITECO, comunidades autónomas y ayuntamientos), incluso cuando no figuren en fuentes agregadas.

Incluye: leyes, reales decretos, decretos autonómicos, órdenes y ordenanzas definitivas que introduzcan obligaciones o tarifas.

No incluye: planes estratégicos, subvenciones y ayudas, programas o convenios sin fuerza normativa, informes de impacto ambiental, resoluciones judiciales aisladas. con esta: Gómez-Acebo & Pombo asesora a empresas altamente reguladas en sectores clave, combinando rigor jurídico con visión estratégica. Este agente detecta nuevas normas, actualizaciones y documentos vinculantes sobre residuos, economía circular, vertederos, envases y responsabilidad ampliada del productor. Incluye proyectos en consulta y softlaw (esta última, no incluye informes de proyectos en particular!!!).",,"Deberñuia haberla pillado? No es consitente… Pero no estoy seguro de si la debería haber pillado.

Residuos urbanos e industriales — PreZero: esta al no se industrials no debería pillarlos?",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_202501379,,,,,16 de julio de 2025 12:49
Residuos,"Gómez-Acebo & Pombo asesora a empresas altamente reguladas en sectores clave, combinando rigor jurídico con visión estratégica. Este agente detecta nuevas normas, actualizaciones y documentos vinculantes sobre residuos, economía circular, vertederos, envases y responsabilidad ampliada del productor. Incluye proyectos en consulta y softlaw (esta última, no incluye informes de proyectosen particular!!!).

Cobertura: BOE, DOUE, boletines autonómicos y publicaciones oficiales (MITECO, comunidades autónomas y ayuntamientos), incluso cuando no figuren en fuentes agregadas.

Incluye: leyes, reales decretos, decretos autonómicos, órdenes y ordenanzas definitivas que introduzcan obligaciones o tarifas.

No incluye: planes estratégicos, subvenciones y ayudas, programas o convenios sin fuerza normativa, informes de impacto ambiental, resoluciones judiciales aisladas. con esta: Gómez-Acebo & Pombo asesora a empresas altamente reguladas en sectores clave, combinando rigor jurídico con visión estratégica. Este agente detecta nuevas normas, actualizaciones y documentos vinculantes sobre residuos, economía circular, vertederos, envases y responsabilidad ampliada del productor. Incluye proyectos en consulta y softlaw (esta última, no incluye informes de proyectos en particular!!!).

Cobertura: BOE, DOUE, boletines autonómicos y publicaciones oficiales (MITECO, comunidades autónomas y ayuntamientos), incluso cuando no figuren en fuentes agregadas.

Incluye: leyes, reales decretos, decretos autonómicos, órdenes y ordenanzas definitivas que introduzcan obligaciones o tarifas.

No incluye: planes estratégicos, subvenciones y ayudas, programas o convenios sin fuerza normativa, informes de impacto ambiental, resoluciones judiciales aisladas.
y esta: Gómez-Acebo & Pombo asesora a empresas altamente reguladas en sectores clave, combinando rigor jurídico con visión estratégica. Este agente detecta nuevas normas, actualizaciones y documentos vinculantes sobre residuos, economía circular, vertederos, envases y responsabilidad ampliada del productor. Incluye proyectos en consulta y softlaw (esta última, no incluye informes de proyectos en particular!!!).

Cobertura: BOE, DOUE, boletines autonómicos y publicaciones oficiales (MITECO, comunidades autónomas y ayuntamientos), incluso cuando no figuren en fuentes agregadas.

Incluye: leyes, reales decretos, decretos autonómicos, órdenes y ordenanzas definitivas que introduzcan obligaciones o tarifas.

No incluye: planes estratégicos, subvenciones y ayudas, programas o convenios sin fuerza normativa, informes de impacto ambiental, resoluciones judiciales aisladas. No incluye normativa, noticias o documentos relacionados con empleo público o funcionarios.
",,"En la etiqueta por no incluir esta frase: No incluye normativa, noticias o documentos relacionados con empleo público o funcionarios. Sale esto(http://url1345.reversa.ai/ls/click?upn=u001.uIZxI6Kz9k-2FutGlp1abH4Ue2gu166BFoKYj-2FcnAvKQXY6giCSkMeX6tChZEJzGb-2B2MpX8UmtSPHa-2FOdioTXWWfLAOd7NGUi6MhkKWfyfRbdKqf-2B8MOdf6NTtKPo-2FlYFplA6e_s5xsKn6BJaGo0DpToLMh9rA-2B5Uj-2BiCMyt8EvsaEVtiucUOIUc7ESQ1wKAEoV3SRGoUhC-2FXMmf2ZXAvAJMyxm5dJFbtxH8JGz-2FJpUAdjaJWFq74sL-2F35YT8EkQiFeUyiSayIVKJj2-2BnT5Egy7NGulz0R04ZAgi0mr4XFMzA9JZ-2FzIvEcJExdjpKCh3Th12IUTP5WUE9soswJF5271TRUzxg-3D-3D, http://url1345.reversa.ai/ls/click?upn=u001.uIZxI6Kz9k-2FutGlp1abH4f-2FDs-2F8JjR55YohbYgIviDivDYPWNTV2KoMpCPGD3L-2Bf99LAnGmmI4OJPu3gfS9aTpPj67aMUvzgPexhnn9ygQJEXzrzjESuihxNIJzJgNRiUqqL_s5xsKn6BJaGo0DpToLMh9rA-2B5Uj-2BiCMyt8EvsaEVtiucUOIUc7ESQ1wKAEoV3SRGBW4woaWl1yo-2FL0ZuovFG0p1LIJQvT5vKnW2uX6siKzd-2BG0wcBaq7UyupSAc71HjUAaY-2Bavg0ZHewDIXypcXk4J7p-2BXdAqEP5RGuHPzXqQHvNX6nGpeqlR-2BlT9Xw8-2FaHd-2FqVkhwS9t9TN84G3jeygsQ-3D-3D,  yhttp://url1345.reversa.ai/ls/click?upn=u001.uIZxI6Kz9k-2FutGlp1abH4f-2FDs-2F8JjR55YohbYgIviDivDYPWNTV2KoMpCPGD3L-2Bf99LAnGmmI4OJPu3gfS9aThthjvA-2FpZHscLWuWmuIimpEKK-2F6FDwOIiLsHnzSbcXK4O6r_s5xsKn6BJaGo0DpToLMh9rA-2B5Uj-2BiCMyt8EvsaEVtiucUOIUc7ESQ1wKAEoV3SRGeqWbYZvBBxGwt9AwLZExz1shr-2F2beiA4uDlm8pz6CKAIGTDZGSUKbsPIpmWyJd3WZGQ0d7T-2BFA1wmAIAEOBzMnHo37ri2CihB3xdFHiVqMRWbINWG9n-2BcTW7VvBj7APa43DKzEYlMaJ24lUBk4WcZg-3D-3D, http://url1345.reversa.ai/ls/click?upn=u001.uIZxI6Kz9k-2FutGlp1abH4ZmkFYsKyzVSGCzyb7P6tq1nwq8d3pmQgk-2F1A6UzDlbAziEGzeQgxflosVmNeWPPfRtYG0x6rqwyiA3fNrXrCEk-3DChkC_s5xsKn6BJaGo0DpToLMh9rA-2B5Uj-2BiCMyt8EvsaEVtiucUOIUc7ESQ1wKAEoV3SRG9hm-2FCDaltAslix9Qf-2Bzb578TmvbR4xsZJDOO4xP6oKNDAUyEnXivTefyJiIfmtzXcBale6SjuEmqFS-2BpR1ISCcYnqcsAlwKjz-2B8hGj4pecfdG2NscSaxaxBiaNAv-2FP2RoLkzj34j7zigQ9YyoLn5BQ-3D-3D) y no sale esto (http://url1345.reversa.ai/ls/click?upn=u001.uIZxI6Kz9k-2FutGlp1abH4ZmkFYsKyzVSGCzyb7P6tq1nwq8d3pmQgk-2F1A6UzDlbAziEGzeQgxflosVmNeWPPfRtYG0x6rqwyiA3fNrXrCEk-3D2kcC_s5xsKn6BJaGo0DpToLMh9rA-2B5Uj-2BiCMyt8EvsaEVtiucUOIUc7ESQ1wKAEoV3SRGXN4jQFzcjnBpOX5p8YOtFG0NGsISUs1qNe-2F2Qg-2B8vju-2BWUgudstUunqZJ49s9YmXR7pb42FEfhwzLYTRMaS24iwLRQ-2F9z9-2FsSL3VcBVHporZaVZGMsoAzuY804dNo1ecDOsmdVmLn0GvLFLmB7BIpA-3D-3D & http://url1345.reversa.ai/ls/click?upn=u001.uIZxI6Kz9k-2FutGlp1abH4Ue2gu166BFoKYj-2FcnAvKQXY6giCSkMeX6tChZEJzGb-2B2MpX8UmtSPHa-2FOdioTXWWfLAOd7NGUi6MhkKWfyfRbdKqf-2B8MOdf6NTtKPo-2FlYFpUNu8_s5xsKn6BJaGo0DpToLMh9rA-2B5Uj-2BiCMyt8EvsaEVtiucUOIUc7ESQ1wKAEoV3SRGM3O8fSFyLGar-2F1eApdR-2Bwq4QrlGRDKnMlLEDq71BTHnHbO3WhJCMbfd84bX12dbpXnSpcgu9eoVbbnIGMV1Cx3zmGSrUx4-2Fl8hEHMLHhDOh2kBOGKBO-2F3T2JZANUwRmNK4hqSv4fb2qBwel85Dk79w-3D-3D)

La que adjunto es la que debería salir al poner lo de empleo público",http://url1345.reversa.ai/ls/click?upn=u001.uIZxI6Kz9k-2FutGlp1abH4ZmkFYsKyzVSGCzyb7P6tq1nwq8d3pmQgk-2F1A6UzDlbAziEGzeQgxflosVmNeWPPfRtYG0x6rqwyiA3fNrXrCEk-3D2kcC_s5xsKn6BJaGo0DpToLMh9rA-2B5Uj-2BiCMyt8EvsaEVtiucUOIUc7ESQ1wKAEoV3SRGXN4jQFzcjnBpOX5p8YOtFG0NGsISUs1qNe-2F2Qg-2B8vju-2BWUgudstUunqZJ49s9YmXR7pb42FEfhwzLYTRMaS24iwLRQ-2F9z9-2FsSL3VcBVHporZaVZGMsoAzuY804dNo1ecDOsmdVmLn0GvLFLmB7BIpA-3D-3D,PIllarla con el agente correcto,,,,16 de julio de 2025 12:39
Residuos,"Etiqueta: Gómez-Acebo & Pombo asesora a empresas altamente reguladas en sectores clave, combinando rigor jurídico con visión estratégica. Este agente detecta nuevas normas, actualizaciones y documentos vinculantes sobre residuos, economía circular, vertederos, envases y responsabilidad ampliada del productor. Incluye proyectos en consulta y softlaw (esta última, no incluye informes de proyectos en particular!!!).

Cobertura: BOE, DOUE, boletines autonómicos y publicaciones oficiales (MITECO, comunidades autónomas y ayuntamientos), incluso cuando no figuren en fuentes agregadas.

Incluye: leyes, reales decretos, decretos autonómicos, órdenes y ordenanzas definitivas que introduzcan obligaciones o tarifas.

No incluye: planes estratégicos, subvenciones y ayudas, programas o convenios sin fuerza normativa, informes de impacto ambiental, resoluciones judiciales aisladas.",,DDebería pillarla,http://url1345.reversa.ai/ls/click?upn=u001.uIZxI6Kz9k-2FutGlp1abH4ZmkFYsKyzVSGCzyb7P6tq1nwq8d3pmQgk-2F1A6UzDlbAziEGzeQgxflosVmNeWPPfRtYG0x6rqwyiA3fNrXrCEk-3DChkC_s5xsKn6BJaGo0DpToLMh9rA-2B5Uj-2BiCMyt8EvsaEVtiucUOIUc7ESQ1wKAEoV3SRG9hm-2FCDaltAslix9Qf-2Bzb578TmvbR4xsZJDOO4xP6oKNDAUyEnXivTefyJiIfmtzXcBale6SjuEmqFS-2BpR1ISCcYnqcsAlwKjz-2B8hGj4pecfdG2NscSaxaxBiaNAv-2FP2RoLkzj34j7zigQ9YyoLn5BQ-3D-3D,debería haberlo selccionado en GAyP,,,,16 de julio de 2025 12:35
,Seguridad Social MAZ,,No debería pillar MAZ,https://www.borm.es/services/anuncio/ano/2025/numero/3511/pdf?id=837572,{},,,,16 de julio de 2025 12:31
,Compliance & Sostenibilidad MAZ,,"No debería pillar ",https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?versionId=2100049&type=01,{},,,,16 de julio de 2025 12:26
Falta: PBC,"Debería: Datos Personales y PBC/FT
Socratis Fund trata datos personales y está sujeto a las normativas de privacidad y prevención de blanqueo vigentes en España y la UE. El DPO y compliance necesitan este agente para cumplir con el RGPD, la LOPDGDD, y las obligaciones ante SEPBLAC, autoridad española competente en prevención del blanqueo. Cubre RGPD, LOPDGDD, canal ético, Ley 10/2010, SEPBLAC, DORA, formación obligatoria, control de terceros y auditorías internas requeridas por la regulación española.",,"Debería haber pillado PBC  eos: Blanqueo de Capitales
En el contexto de EOS una entidad de gesión de crédito en España, Reformas de la Ley 10/2010, nuevas Directivas AML, guías, sanciones relevantes y criterios jurisprudenciales que amplíen obligaciones de diligencia debida, listas de sancionados, trazabilidad de fondos o comunicación de operaciones sospechosas, lo que eleva riesgo sancionador y costes de cumplimientoEditar",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:L_202501184,"Blanqueo de Capitales
En el contexto de EOS una entidad de gesión de crédito en España, Reformas de la Ley 10/2010, nuevas Directivas AML, guías, sanciones relevantes y criterios jurisprudenciales que amplíen obligaciones de diligencia debida, listas de sancionados, trazabilidad de fondos o comunicación de operaciones sospechosas, lo que eleva riesgo sancionador y costes de cumplimientoEditar",,,,16 de julio de 2025 12:25
,,"Sustainability & ESG GAyPombo
Gómez-Acebo & Pombo asesora a empresas altamente reguladas en sectores clave, combinando rigor jurídico con visión estratégica. Este agente cubre normativa sobre sostenibilidad empresarial: taxonomía verde, divulgación ESG, gobernanza climática, emisiones, economía circular y finanzas sostenibles. Cobertura: BOE, DOUE, CNMV, MITECO, EFRAG, ESMA y otros organismos europeos. No incluye: memorias voluntarias, estándares privados, proyectos en consulta pública, contenidos sin impacto jurídico o normativo directo.","No debería pillarla, completamente irrelavntes",https://www.boe.es/boe/dias/2025/07/17/pdfs/BOE-A-2025-14856.pdf,{},,,,17 de julio de 2025 18:37
Proteccion datos,Proteccion datos: Si que lo pilla el agente pd de EOS. Pero no el de MAZ,"Agente eos: Protección de Datos y Privacidad
En el contexto de EOS una entidad de gesión de crédito en España, Única y exclusivamente, resoluciones AEPD y otra normativa que altere y crea un nuevo criterio interpretativo en materia de bases de legitimación, profiling, conservación, transferencias internacionales o sanciones de datos, todo ello APLICABLE al tratamiento de información de deudores y cesionarios; esencial para adaptar sistemas, contratos y evitar multas. Agente MAZ: Protección de Datos MAZ
Contexto: MAZ es una mutua colaboradora con la Seguridad Social que ofrece servicios de seguros y asistencia sanitaria en España. Incluye Incluye Reglamentos, leyes u órdenes que modifiquen la LOPDGDD, el RGPD o su desarrollo sectorial. Resoluciones, guías y circulares de la AEPD, EDPB o CEPD con alcance general. Criterios, directrices o sanciones de interés transversal sobre tratamiento de datos de salud, IA o brechas de seguridad. No incluye Nombramientos o ceses de delegados de protección de datos en entidades concretas. Sanciones o resoluciones singulares sin valor doctrinal. Acuerdos o convenios privados sin fuerza normativa, ni subvenciones que introducen novedades en datos. Únicamente lo relevante para la empresa Maz","La etiqueta de maz peca de reestrictiva, pero tb es poco consistente. Coge la cuestion prejudicial pero no el auto, cuando el auto es mas relevante. Probablemente por la definicion: “No incluye Nombramientos o ceses de delegados de protección de datos en entidades concretas. Sanciones o resoluciones singulares sin valor doctrinal.” “únicamente lo relevante para la empresa MAZ”",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202503912,"Protección de Datos y Privacidad Alto El Auto del Tribunal General de la UE confirma que el Dictamen 8/2024 del Comité Europeo de Protección de Datos sobre la validez del consentimiento en modelos de «consentimiento o pago» de grandes plataformas en línea no es recurrible, reforzando la interpretación vinculante de los criterios de consentimiento previstos en el artículo 6 y ss. del RGPD para estos operadores. Protección de Datos MAZ Alto …..",,,,22 de julio de 2025 8:09
Protección datos,"Es correcta para EOS: No lo pilla el agente de proteccion datos EOS, aunq no se explicita cuestiones prejudiciales pero si se habla de normativa que altere o cree criterio interpretativo. No es correcta para MAZ","Agente eos: Protección de Datos y Privacidad
En el contexto de EOS una entidad de gesión de crédito en España, Única y exclusivamente, resoluciones AEPD y otra normativa que altere y crea un nuevo criterio interpretativo en materia de bases de legitimación, profiling, conservación, transferencias internacionales o sanciones de datos, todo ello APLICABLE al tratamiento de información de deudores y cesionarios; esencial para adaptar sistemas, contratos y evitar multas. Agente MAZ: Protección de Datos MAZ
Contexto: MAZ es una mutua colaboradora con la Seguridad Social que ofrece servicios de seguros y asistencia sanitaria en España. Incluye Incluye Reglamentos, leyes u órdenes que modifiquen la LOPDGDD, el RGPD o su desarrollo sectorial. Resoluciones, guías y circulares de la AEPD, EDPB o CEPD con alcance general. Criterios, directrices o sanciones de interés transversal sobre tratamiento de datos de salud, IA o brechas de seguridad. No incluye Nombramientos o ceses de delegados de protección de datos en entidades concretas. Sanciones o resoluciones singulares sin valor doctrinal. Acuerdos o convenios privados sin fuerza normativa, ni subvenciones que introducen novedades en datos. Únicamente lo relevante para la empresa Maz",,https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202503866,{},,,,22 de julio de 2025 8:15
Analisis: cuestion prejudicial,Cuestion prejudicial: Error en nivel de impacto y explicaciion,"Protección de Datos MAZAlto La interpretación prejudicial del artículo 82 del RGPD sienta doctrina sobre el deber de compensar daños por vulneración de datos de salud o personales, reforzando obligaciones de MAZ en evaluaciones de impacto, canal de brechas y protocolos de privacidad de sus mutualistas.","Cuestión prejudicial no sienta doctrina, podría sentarla, dependiendo de lo que se responda",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202503866,"Impacto medio, es relevante pq la contestacion puede sentar doctrina.",,,,22 de julio de 2025 8:27
Ruido:SS / Personalizacion usuario,"Es correcta, pero faltaba detalle/contexto sobre la empresa en system prompt o en el agente. La IA ha inventado y ha salido bien","Agente Maz: Seguridad Social MAZ
Contexto: MAZ es una mutua colaboradora con la Seguridad Social que ofrece servicios de seguros y asistencia sanitaria en España. Este agente informa sobre cambios normativos relevantes en cotizaciones, prestaciones sociales, régimen laboral aplicable a mutualistas y modificaciones significativas en procedimientos administrativos de afiliación, alta y baja, excluyendo convenios interadministrativos o acuerdos de colaboración sin impacto normativo sustancial. Justificación: Facilita a MAZ adaptar procesos internos, optimizar su operativa aseguradora y garantizar cumplimiento preciso ante cambios importantes del marco laboral y de seguridad social. Excluye: novedades ajenas al ámbito operativo de MAZ y no afectan de forma directa a su gestión de mutualistas ni a su operativa habitual (cómo subvenciones a estudiantes).","No se sabia si maz cubria autónomos o no (mirando la pag web, veo que sí)",https://www.juntadeandalucia.es/boja/2025/138/BOJA25-138-00007-10192-01_00323790.pdf,"Seguridad Social MAZMedio La Orden modifica las bases reguladoras de subvenciones para financiar cuotas de cotización de personas trabajadoras autónomas, establece nuevos trámites de comprobación automatizada de datos de Seguridad Social y regula importes y reintegros, lo que impacta directamente en la operativa de la mutua como colaboradora en la gestión de cotizaciones y prestaciones de autónomos.",,,,22 de julio de 2025 8:31
Geografia/Internacional,"Geografia: el contenido es relevante pero solo afecta a PT, UK y Noruega","Agente Maz: Seguridad Social MAZ
Contexto: MAZ es una mutua colaboradora con la Seguridad Social que ofrece servicios de seguros y asistencia sanitaria en España. Este agente informa sobre cambios normativos relevantes en cotizaciones, prestaciones sociales, régimen laboral aplicable a mutualistas y modificaciones significativas en procedimientos administrativos de afiliación, alta y baja, excluyendo convenios interadministrativos o acuerdos de colaboración sin impacto normativo sustancial. Justificación: Facilita a MAZ adaptar procesos internos, optimizar su operativa aseguradora y garantizar cumplimiento preciso ante cambios importantes del marco laboral y de seguridad social. Excluye: novedades ajenas al ámbito operativo de MAZ y no afectan de forma directa a su gestión de mutualistas ni a su operativa habitual (cómo subvenciones a estudiantes).",Necesario introducir más detalle geográfico,https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202504119,"Dependiendo de si tiene MAZ clientes en esos países: {} o Seguridad Social MAZAlto La Decisión de la Comisión Administrativa de Coordinación de los Sistemas de Seguridad Social establece los importes medios anuales y mensuales de reembolso de las prestaciones en especie (sanitarias) a familiares no residentes y pensionistas conforme a los Reglamentos (CE) nº 883/2004 y nº 987/2009, modificando así los procedimientos y cuantías que deben aplicar las mutuas colaboradoras como MAZ en sus procesos de liquidación y reembolso.",,,,22 de julio de 2025 8:35
Residuos/geografia,"ResiNo mismo ouput para cuentas empleados gap y nuestra cuenta pruegagap: En gap: Pide expresamente que deje fuera, pero lo introduce.  A nosotros: deja fuera","Agente Produccion GAP:  Agente GAP prueba: Residuos y Medio Ambiente GAyPombo
Gómez-Acebo & Pombo asesora a empresas reguladas en sectores clave. Este agente detecta normas y documentos jurídicamente vinculantes que imponen obligaciones o modifican el marco regulatorio en: Residuos, vertederos, envases y responsabilidad ampliada del productor Economía circular y gestión de residuos urbanos e industriales Incluye: Leyes, Reales Decretos, Decretos autonómicos, Órdenes y Ordenanzas definitivas Publicaciones en BOE, DOUE, boletines autonómicos y fuentes oficiales (MITECO, CCAA, ayuntamientos) Proyectos normativos en consulta pública cuando afecten a empresas o sectores Excluye expresamente: Autorizaciones, resoluciones o informes sobre empresas o proyectos concretos (licencias, declaraciones...) Planes estratégicos, programas marco, ayudas y subvenciones Sentencias y resoluciones judiciales aisladas Normativa sobre empleo público o funcionarios",Habla sobre autorización para una explotación porcina concreta y la introduce,https://www.boa.aragon.es/cgi-bin/EBOA/BRSCGI?CMD=VEROBJ&MLKOB=1404421820606,{},,,,22 de julio de 2025 8:42
Analisis,Analisis impacto: margen mejora,,"En vez de alto, medio. En la explicacion, deberia hablar mas sobre el texto concreto (la resolucion que aprueba puestos trabajo para Castilla la Mancha) que de la ley 1/2025 en generico o por lo menos mencionarlo. Ademas, deberia aterrizar el impacto para EOS no en genérico",,"Enjuiciamiento Civil Medio La Ley Orgánica 1/2025 introduce con rango de ley orgánica una reordenación total de los juzgados de primera instancia e instrucción en tribunales de instancia y estructura de oficinas judiciales, modificación que exige a los operadores ajustar sus procesos de presentación de demandas, notificaciones y seguimiento de expedientes al nuevo mapa jurisdiccional y organización interna de los órganos judiciales. Nuevo: En cocnreto esta resolucion aplica a la reeestruct. de C.Mancha estableciendo los tiempos de implementacion de la nueva relación de puestos de trabajo. EOS deberá adaptar sus procesos de presentación de demandas, notificaciones y seguimiento de expedientes al nuevo mapa jurisdiccional y organización interna de los órganos judiciales. ",,,,23 de julio de 2025 7:08
Correcion errores / internacional,Correcion errores: una correcion de errores de la traduccion al hungaro. No deberia ser enviada. Aunq si que habla de residuos,"Residuos y Medio Ambiente GAyPombo
Gómez-Acebo & Pombo asesora a empresas altamente reguladas en sectores clave, combinando rigor jurídico con visión estratégica. Este agente detecta nuevas normas, actualizaciones y documentos vinculantes sobre residuos (tasas...), economía circular, vertederos, envases y responsabilidad ampliada del productor. Incluye proyectos en consulta y softlaw (esta última, no incluye informes de proyectos/explotaciones privadas en particular). Cobertura: BOE, DOUE, boletines autonómicos y publicaciones oficiales (MITECO, comunidades autónomas y ayuntamientos), incluso cuando no figuren en fuentes agregadas. Incluye: leyes, reales decretos, decretos autonómicos, órdenes y ordenanzas definitivas que introduzcan obligaciones o tasas. No incluye: planes estratégicos, subvenciones y ayudas, programas o convenios sin fuerza normativa, informes de impacto ambiental, resoluciones judiciales aisladas. Tampoco incluye normativa relacionada con empleo público o funcionarios.",,https://eur-lex.europa.eu/legal-content/ES/TXT/?uri=OJ:L_202590609,{},,,,23 de julio de 2025 7:19
Ruido: Proteccion de datos,"Proteccion datos ruido: una orden de subvenciones que habla sobre subvenciones de la PAC con una claúsula de datos, pone como alto. Comparar con descripción EOS, donde no ha sido seleccionada esa norma","Protección de Datos MAZ
Contexto: MAZ es una mutua colaboradora con la Seguridad Social que ofrece servicios de seguros y asistencia sanitaria en España. Incluye Incluye Reglamentos, leyes u órdenes que modifiquen la LOPDGDD, el RGPD o su desarrollo sectorial. Resoluciones, guías y circulares de la AEPD, EDPB o CEPD con alcance general. Criterios, directrices o sanciones de interés transversal sobre tratamiento de datos de salud, IA o brechas de seguridad. No incluye Nombramientos o ceses de delegados de protección de datos en entidades concretas. Sanciones o resoluciones singulares sin valor doctrinal. Acuerdos o convenios privados sin fuerza normativa, ni subvenciones que introducen novedades en datos. Únicamente lo relevante para la empresa Maz. Protección de Datos y Privacidad EOS
En el contexto de EOS una entidad de gesión de crédito en España, Única y exclusivamente, resoluciones AEPD y otra normativa que altere y crea un nuevo criterio interpretativo en materia de bases de legitimación, profiling, conservación, transferencias internacionales o sanciones de datos, todo ello APLICABLE al tratamiento de información de deudores y cesionarios; esencial para adaptar sistemas, contratos y evitar multas.",,https://www.boa.aragon.es/cgi-bin/EBOA/BRSCGI?CMD=VEROBJ&MLKOB=1404762600404,{},,,,24 de julio de 2025 8:47
Ruido: Proteccion de datos / Comprobar personalización usuario,"Proteccion datos ruido: decreto sobre el aborto con clausulas de datos, aparece como impacto alto. Comparar con descripción EOS, donde no ha sido seleccionada esa norma",,"En vez de alto, deberia ser medio, bajo o no aparecer, según necesidades del usuario. Idealmente se le pregunta esto",https://doe.juntaex.es/pdfs/doe/2025/1410o/25040136.pdf,,,,,24 de julio de 2025 8:50
Ruido: Proteccion de datos,Proteccion datos ruido: cconvenio entre aepd y cgpj para implementar servicios de nómina con claúsula de datos,"Protección de Datos y Privacidad EOS
En el contexto de EOS una entidad de gesión de crédito en España, Única y exclusivamente, resoluciones AEPD y otra normativa que altere y crea un nuevo criterio interpretativo en materia de bases de legitimación, profiling, conservación, transferencias internacionales o sanciones de datos, todo ello APLICABLE al tratamiento de información de deudores y cesionarios; esencial para adaptar sistemas, contratos y evitar multas.",,https://www.boe.es/boe/dias/2025/07/25/pdfs/BOE-A-2025-15478.pdf,,,,,25 de julio de 2025 9:33
